Unnamed: 0,Event,Authors,Title,Abstract,Keywords,Publisher,URL_Paper,Date
3051,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais Estendidos do XLI Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos
			
/


									Concurso de Teses e Dissertações
						

",Derian AlencarUFPAHelder OliveiraUFABCDenis RosárioUFPA,Dynamic allocation of microservices for virtual reality content delivery to provide quality of experience support in a fog computing architecture,"Virtual Reality (VR) content is gaining popularity, demanding solutions for its efficient distribution over the Internet. Microservices present an ideal model for deploying services at different levels of a Fog computing architecture for managing traffic and provide Quality of Experience (QoE) guarantees to VR content. However, it is crucial to efficiently find the fog node to allocate the microservices, which directly impact the QoE of VR services. This paper proposes INFORMER, an integer linear programming model aiming to optimize the placement of caching services according to delay, migration time, and resource utilization rate. Based on the insights from INFORMER, the paper presents Fog4VR, a mechanism for the dynamic allocation of content based on a heterogeneous microservice architecture. Results obtained with INFORMER serve as a baseline to evaluate Fog4VR on different scenarios using a simulation environment. Results demonstrate the efficiency of Fog4VR compared to existing mechanisms in terms of cost, migration time, fairness index, and QoE.",['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/24635/24456,22/05/2023
3054,"



				Início
			
/



				Todas as Edições
			
/



				2021: Anais Estendidos do XXXIX Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos
			
/


									Concurso de Teses e Dissertações
						

",Eduardo P. M. Câmara JúniorUFMGLuiz F. M. VieiraUFMGMarcos A. M. VieiraUFMG,Data Collection and Medium Access Control Solutions for Underwater Wireless Sensor Networks,"Underwater wireless sensor networks (UWSNs) can enable many applications in underwater environments. They face many challenges due to the characteristics of these environments and their use of acoustic or optical communications. Here we propose solutions for two existing problems in UWSNs. One of them is CAPTAIN, a cluster-based routing solution for underwater optical-acoustic sensor networks (UOASNs) that explores the best of each communication technology to improve data collection. We also propose UW-SEEDEX, a MAC protocol that employs random time slot schedules to allow nodes to predict each other's transmission schedules to avoid collisions. Through simulations, we show how both proposed solutions perform better than other solutions from the literature.",['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/17161/16999,16/08/2021
3060,"



				Início
			
/



				Todas as Edições
			
/



				2018: Anais Estendidos do XXXVI Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos
			
/


									Concurso de Teses e Dissertações
						

",Marcelo LuizelliUFRGSLuciana BuriolUFRGSLuciano GasparyUFRGS,Scalable Cost-Efficient Placement and Chaining of Virtual Network Functions,"While Network Function Virtualization (NFV) is increasingly gaining momentum, with promising beneﬁts of ﬂexible service function deployment and reduced operations and management costs, there are several challenges that remain to be properly tackled, so that it can realize its full potential. One of these challenges, which has a signiﬁcant impact on the NFV production chain, is effectively and (cost) efﬁciently deploying service functions, while ensuring that service level agreements are satisﬁed and making wise allocations of network resources. Despite recent research activity in the ﬁeld, little has been done towards scalable and cost-efﬁcient placement & chaining of virtual network functions (VNFs) – a key feature for the effective success of NFV. In this thesis, we approach VNF placement and chaining as an optimization problem in the context of Interand Intra-datacenter. We formalize the Virtual Network Function Placement and Chaining (VNFPC) problem and propose a mathematical model to solve it. Our model has established one of the ﬁrst baseline comparison in the ﬁeld of resource management in NFV and has been widely used in the recent literature. We also address scalability of VNFPC problem to solve large instances by proposing a novel ﬁx-and-optimize-based heuristic algorithm for tackling it. Further, we extensively measure the performance limitations of realistic NFV deployments. Based on that, we propose an analytical model that accurately predict incurred operational costs. Then, we develop an optimal Intra-datacenter service chain deployment mechanism based on our cost model. Finally, we tackle the problem of monitoring service chains in NFV-based environments efﬁciently.",['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/14184/14031,06/05/2018
3062,"



				Início
			
/



				Todas as Edições
			
/



				2022: Anais Estendidos do XL Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos
			
/


									Concurso de Teses e Dissertações
						

",Allan M. de SouzaUNICAMP / University of BernLeandro A. VillasUNICAMPTorsten BraunUniversity of Bern,Towards a Personalized Multi-objective Vehicular Traffic Re-routing System,"Vehicular traffic re-routing is the key to provide better vehicular mobility. However, considering just traffic-related information to recommend better routes for each vehicle is far from achieving the desired requirements of a good Traffic Management System (TMS), which intends to improve mobility, driving experience, and safety of drivers and passengers. In this scenario, context-aware and multi-objective re-routing approaches will play an important role in traffic management, considering different urban aspects that might affect path planning decisions such as mobility, distance, fuel consumption, scenery, and safety. There are at least three issues that need to be handled to provide an efficient TMS, including: (i) scalability; (ii) re-routing efficiency; and (iii) reliability. In this way, this thesis contributes to efficient and reliable solutions to meet future TMSs. The proposed solutions were widely compared with other related works on different performance evaluation metrics. The evaluation results show that the proposed solutions are efficient, scalable, and cost-effective, pushing forward state-of-the-art traffic management systems.",['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/21426/21250,23/05/2022
3067,"



				Início
			
/



				Todas as Edições
			
/



				2024: Anais Estendidos do XLII Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos
			
/


									Concurso de Teses e Dissertações
						

",Rodrigo Dutra GarciaUSPJó UeyamaUSP,Blockchain-based data governance for privacy-preserving in multi-stakeholder settings,"In multi-stakeholder systems, such as healthcare, the Internet of Things, and supply chain management, there is frequent data generation, exchange, and sharing. As a result, data owners often desire control over their data and maintain privacy, while data consumers require methods to ascertain the origins and creators of the data. These conflicts of interest require developing data governance systems that guarantee data provenance, privacy protection, consent management, and selective disclosure. This research proposed a decentralized data governance system utilizing blockchain technology, proxy re-encryption (PRE), and Boneh, Boyen, and Shacham (BBS) signatures to address these challenges. The proposed system enables data owners to control, selectively share, and track their data through privacy-enhancing, consent management, and selective disclosure mechanisms while also allowing data consumers to understand the lineage of the data through a blockchain-based provenance mechanism. As a case study, the research examined and evaluated electronic prescriptions involving sensitive data and multiple stakeholders, including patients as data owners and doctors and pharmacists as data consumers. The research was structured as a collection of published articles organized in the following sequence: problem formulation and developing smart contracts, implementing privacy and consent management through PRE, and applying BBS signatures for selective data sharing. The proof-of-concept implementation and evaluations, conducted using CosmWasm, Hyperledger Besu, Ethereum, pyUmbral PRE, and BBS signatures, demonstrate that the proposed decentralized system is platform-agnostic, scalable, and capable of providing a higher level of transparency, privacy, and trust with minimal overhead.",['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/29968/29775,20/05/2024
3071,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais Estendidos do XXXVII Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos
			
/


									Concurso de Teses e Dissertações
						

",Eduardo K. ViegasSamsung Research Institute / PUCPRAltair O. SantinPUCPR,Towards Reliable Intrusion Detection in High Speed Networks,"Intrusion detection schemes must be able to detect intrusion attempts at a high network bandwidth, besides having to deal with the lack of realistic training/testing data, changes in network traffic behavior, unreliable classifications over time and adversarial settings. In this work a new intrusion detection model, namely reliable intrusion detection, is introduced, whose main characteristic is the usage of both batch and stream learning algorithms coupled together. The proposed model advances the state-of-the-art in intrusion detection, providing reliable detection even in the presence of network traffic behavior changes and lack of model updates. The work relevance was recognized in the publication of 5 top-tier journals, 6 international and national conference papers, and 1 registered patent.",['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/7785/7659,06/05/2019
3868,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais Estendidos do XXXI Simpósio Brasileiro de Sistemas Multimídia e Web
			
/


									Abertura
						

",Sergio ColcherPUC-Rio,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais Estendidos do WebMedia 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/38143/37918,10/11/2025
374,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do XXIV Simpósio Brasileiro de Jogos e Entretenimento Digital
			
/


									Abertura
						

",Tadeu Moreira de ClasseUNIRIOMarcela Sávia Picanço PessoaUEA,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do SBGames 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/sbgames/article/view/37318/37100,30/09/2025
494,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais Estendidos do XXIV Simpósio Brasileiro de Jogos e Entretenimento Digital
			
/


									Abertura
						

",Tadeu Moreira de ClasseUNIRIOMarcela Sávia Picanço PessoaUEA,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais Estendidos do SBGames 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/sbgames_estendido/article/view/37109/36894,30/09/2025
547,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do I Workshop sobre Engenharia de Software para Desenvolvimento de Jogos
			
/


									Abertura
						

",Andréia FormicoUniforTroy KohwalterUFF,Front Matter,Este documento traz o front matter dos Anais do SE4Games 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/se4games/article/view/36933/36718,23/09/2025
550,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do I Workshop em Engenharia de Software para Gêmeos Digitais
			
/


									Abertura
						

",Everton CavalcanteUFRNThais BatistaUFRNFlavio OquendoUniversité Bretagne Sud,Front Matter,Este documento traz o front matter dos Anais do SEDT 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/sedt/article/view/36929/36714,23/09/2025
553,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do II Workshop sobre Bots na Engenharia de Software
			
/


									Abertura
						

",Pedro Henrique Dias ValleUSPWilliamson Alison Freitas SilvaUFCA,Front Matter,Este documento traz o front matter dos Anais do WBOTS 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wbots/article/view/36919/36705,22/09/2025
559,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais Estendidos do XVI Congresso Brasileiro de Software: Teoria e Prática
			
/


									Abertura
						

",Roberta de Souza CoelhoUFRNSimone do Rocio Senger de SouzaUSPAllysson Allex AraújoUFCALiliane FonsecaUPEEduardo Santana de AlmeidaUFBAPaulo Henrique Monteiro BorbaUFPESérgio Castelo Branco SoaresUFPEVinicius Cardoso GarciaUFPE,Front Matter,Este documento traz o front matter dos Anais Estendidos do CBSoft 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/cbsoft_estendido/article/view/36955/36740,22/09/2025
562,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do IV Workshop Brasileiro de Engenharia de Software Inteligente
			
/


									Abertura
						

",Mirko PerkusichUFCGDanyllo AlbuquerqueUFCGEmanuel Dantas FilhoIFPEMatheus Henrique Esteves PaixãoUECE,Front Matter,Este documento traz o front matter dos Anais do ISE 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/ise/article/view/36856/36642,23/09/2025
567,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do XIII Workshop de Visualização, Evolução e Manutenção de Software
			
/


									Abertura
						

",Bruno CafeoUNICAMPJuliana Alves PereiraPUC-Rio,Front Matter,Este documento traz o front matter dos Anais do VEM 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/vem/article/view/36866/36652,22/09/2025
578,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do VII Workshop em Modelagem e Simulação de Sistemas Intensivos em Software
			
/


									Abertura
						

",André Luiz de OliveiraUFJFJacson Rodrigues BarbosaUFGMohamad KassabNYUAD,Front Matter,Este documento traz o front matter dos Anais do MSSiS 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/mssis/article/view/36847/36633,22/09/2025
794,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais da II Conferência de Tecnologia do ICET
			
/


									Ideias Inovadoras e Resultados Emergentes
						

",Vinicius M. L. SantosUFAMAnacilia M. C. de A. P. VieiraUFAMCarlos A. O. de FreitasUFAM,Linguagem para Aquisição de Dados Programada por Fluxo de Atividade,"A pesquisa visa desenvolver uma linguagem para facilitar a obtenção de dados físicos em redes de sensores IoT, crucial num mundo digitalizado com crescente presença de sistemas computacionais. Profissionais de diversas áreas precisam de conhecimentos em TI, destacando a necessidade de linguagens acessíveis para novatos. O estudo propõe uma linguagem de semântica simplificada para capturar dados como pressão e temperatura, baseada em linguagens existentes. O objetivo é garantir que usuários compreendam facilmente a linguagem, interajam eficientemente com o sistema e resolvam problemas com êxito.",['No keywords available'],PDF,https://sol.sbc.org.br/index.php/connect/article/view/36488/36275,01/07/2025
877,"



				Início
			
/



				Todas as Edições
			
/



				2008: Anais do XXI Concurso de Teses e Dissertações
			
/


									Dissertações de Mestrado
						

",Cristiano Amaral MaffortPUC MinasMarco Túlio de Oliveira ValentePUC Minas,Aspectos para Construção de Aplicações Distribuídas,"Neste resumo estendido, são apresentados os principais resultados de uma dissertação de mestrado na qual foi projetado, implementado e validado um sistema de apoio à programação distribuída que permite isolar a funcionalidade de distribuição da lógica de negócio de aplicações implementadas em Java. Para alcançar esse objetivo, o sistema proposto se beneficiou da sinergia gerada pela combinação de três tecnologias: aspectos, linguagens de domínio específico e geração e transformação de código. A expressividade e flexibilidade do sistema projetado na dissertação foi comprovada por meio de sua utilização em três sistemas distribuídos de médio porte.",['No keywords available'],PDF,https://sol.sbc.org.br/index.php/ctd/article/view/36437/36224,12/07/2008
1110,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do XXXVIII Concurso de Teses e Dissertações
			
/


									Dissertações de Mestrado
						

",Laura Quevedo JurginaUFPelMarilton Sanchotene de AguiarUFPelTiago Thompsen PrimoUFPel,Alfaba: Desenvolvimento de uma Ferramenta Multissensorial com Interface Tangível para o Suporte à Alfabetização de Crianças com Dislexia,"Este trabalho detalha o desenvolvimento do Alfaba, uma ferramenta multissensorial com interface tangível para apoiar a alfabetização de crianças com dislexia. Com base em pesquisas pedagógicas e neurocientíficas, o Alfaba foi validado por meio de grupos focais e testes de usabilidade individual. Os grupos focais forneceram percepções gerais de educadores e crianças em ambientes educacionais, enquanto os testes individuais permitiram uma análise detalhada da interação das crianças com o dispositivo. As melhorias implementadas visam aprimorar a interface, usabilidade e experiência educacional. O Alfaba se destaca como uma ferramenta inclusiva, com potencial para ser integrada em diferentes contextos educacionais e beneficiar diversos usuários.",['No keywords available'],PDF,https://sol.sbc.org.br/index.php/ctd/article/view/36363/36150,20/07/2025
1111,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do XXXVIII Concurso de Teses e Dissertações
			
/


									Teses de Doutorado
						

",Ramon Mayor MartinsIFSC / UFSC,Estratégias para o Ensino de Machine Learning para Estudantes em Vulnerabilidade Social no Ensino Fundamental e Médio: Um Resumo,Este artigo não possui um resumo.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/ctd/article/view/36347/36134,20/07/2025
1894,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais Estendidos do V Simpósio Brasileiro de Educação em Computação
			
/


									Abertura
						

",Leandro Silva Galvão de CarvalhoUFAM,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais Estendidos do EduComp 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/educomp_estendido/article/view/34900/34691,07/04/2025
1910,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais Estendidos do V Simpósio Brasileiro de Educação em Computação
			
/


									Concurso de Teses e Dissertações em Educação em Computação
						

",Ramon Mayor MartinsUFSCChristiane G. von WangenheimUFSC,Estratégias para o Ensino de Machine Learning para Estudantes em Vulnerabilidade Social no Ensino Fundamental e Médio: Um Resumo,Este artigo não possui um resumo.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/educomp_estendido/article/view/34923/34714,07/04/2025
1967,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais Estendidos do XXI Simpósio Brasileiro de Sistemas de Informação
			
/


									Abertura
						

",Allysson Allex AraújoUFCAEdna Dias CanedoUnBRafael Dias AraújoUFUIvaldir Honório de Farias JúniorUPENádia Puchalski KozievitchUTFPRMarcílio Ferreira de Souza JúniorUFRPEMaria Claudia EmerUTFPRMônica Ximenes Carneiro da CunhaIFALGeorge ValençaUFRPEAndrêza Leite de AlencarUFRPERonnie de Souza SantosCESAR School / University of Calgary,Front Matter,Este documento traz o front matter dos Anais Estendidos do SBSI 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/sbsi_estendido/article/view/34577/34368,19/05/2025
2018,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do II Simpósio Brasileiro de Computação na Educação Básica
			
/


									Abertura
						

",Rozelma Soares de FrançaUFRPEFlavia Maria SantoroUERJ / Inteli,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do SBC-EB 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/sbceb/article/view/34473/34264,09/04/2025
2104,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do V Simpósio Brasileiro de Educação em Computação
			
/


									Artigos de Pesquisa
						

",Breno Farias da SilvaUTFPRIgor Scaliante WieseUTFPRRodrigo CampioloUTFPRMarco Aurélio Graciotto SilvaUTFPR,Abordagem para seleção de exemplos trabalhados para engenharia de software do domínio de sistemas distribuídos,"Este artigo aborda a escassez de exemplos trabalhos do domínio de Sistemas Distribuídos (SD) relevantes para o ensino de Engenharia de Software (ES). O objetivo é identificar exemplos de código de projetos de software livre que demonstrem melhorias significativas na qualidade do design de código e sejam adequados para o ensino de SD e ES. O método compreendeu o desenvolvimento de uma heurística para seleção de exemplos, utilizando métricas de qualidade de código (CK), análise de refatorações (RefactoringMiner) e avaliação por especialistas. A ferramenta Worked-Example-Miner (WEM) automatiza a coleta e análise de dados. Ao usar a heurística, com auxílio da ferramenta WEM, nos projetos Apache Kafka e ZooKeeper (ZK), foi possível selecionar códigos candidatos a exemplos trabalhados para ensino de SD e ES. A análise de um caso específico no ZK mostrou melhorias significativas nas métricas de qualidade após refatoração, ilustrando a aplicabilidade da abordagem.",['No keywords available'],PDF,https://sol.sbc.org.br/index.php/educomp/article/view/34200/33991,07/04/2025
2123,"



				Início
			
/



				Todas as Edições
			
/



				2025: Anais do V Simpósio Brasileiro de Educação em Computação
			
/


									Abertura
						

",Leandro Silva Galvão de CarvalhoUFAM,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do EduComp 2025.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/educomp/article/view/34181/33972,07/04/2025
2247,"



				Início
			
/



				Todas as Edições
			
/



				2011: Anais do VIII Encontro Nacional de Inteligência Artificial
			
/


									Abertura
						

",Graçaliz Pereira DimuroFURGRonaldo Cristiano PratiUFABC,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do ENIA 2011.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/eniac/article/view/33695/33487,19/07/2011
2361,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais do XVII Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Marilton Sanchotene de AguiarUFPelDiana Francisca AdamattiFURG,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2023.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33433/33228,30/08/2023
2385,"



				Início
			
/



				Todas as Edições
			
/



				2024: Anais do XVIII Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Bruno Werneck Pinto HoelzPFConceição de Maria Albuquerque AlvesUnB,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2024.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33450/33245,14/08/2024
2427,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais do XIII Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Jerusa MarchiUFSCGleifer Vaz AlvesUTFPRGustavo Guiménez LugoUTFPR,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2019.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33335/33130,02/05/2019
2477,"



				Início
			
/



				Todas as Edições
			
/



				2011: Anais do V Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Gustavo A. Giménez LugoUTFPRJomi Fred HübnerUFSCCesar Augusto TaclaUTFPR,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2011.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33107/32902,27/04/2011
2518,"



				Início
			
/



				Todas as Edições
			
/



				2022: Anais do XVI Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Maiquel de BritoUFSCMaicon Rafael ZatelliUFSCAugusto Cesar Pinto Loureiro da CostaUFBA,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2022.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33420/33215,31/08/2022
2521,"



				Início
			
/



				Todas as Edições
			
/



				2021: Anais do XV Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Carlos Eduardo PantojaCEFET/RJMaiquel de BritoUFSCMaicon ZatelliUFSC,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2021.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33402/33197,10/08/2021
2522,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais do XIV Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Gleifer Vaz AlvesUTFPRGustavo Giménez LugoUTFPRAndré Pinz BorgesUTFPRCarlos Eduardo PantojaCEFET-RJ,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2020.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33375/33170,07/07/2020
2613,"



				Início
			
/



				Todas as Edições
			
/



				2013: Anais do VII Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Anarosa Alves Franco BrandãoUSPRafael Heitor BordiniPUCRSJaime Simão SichmanUSP,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2013.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33163/32958,26/05/2013
2627,"



				Início
			
/



				Todas as Edições
			
/



				2017: Anais do XI Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Diana Francisca AdamattiFURGMariela Inés CortésUECEAnarosa Alves BrandãoUSP,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2017.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33222/33017,04/05/2017
2630,"



				Início
			
/



				Todas as Edições
			
/



				2016: Anais do X Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Baldoíno Fonseca dos Santos NetoUFALDiana Francisca AdamattiFURG,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2016.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33200/32995,23/05/2016
2639,"



				Início
			
/



				Todas as Edições
			
/



				2018: Anais do XII Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Mariela Inés CortésUECEJerusa MarchiUFSCEurico VasconcelosUNIFOR,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2018.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33250/33045,02/05/2018
2642,"



				Início
			
/



				Todas as Edições
			
/



				2010: Anais do IV Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Diana Francisca AdamattiFURGLeonardo EmmendorferFURGGustavo A. Giménez LugoUTFPRAdriano WerhliFURG,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2010.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33047/32842,19/04/2010
2734,"



				Início
			
/



				Todas as Edições
			
/



				2012: Anais do VI Workshop-Escola de Sistemas de Agentes, seus Ambientes e Aplicações
			
/


									Abertura
						

",Jomi Fred HübnerUFSCAnarosa Alves Franco BrandãoUSPRicardo SilveiraUFSCJerusa MarchiUFSC,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do WESAAC 2012.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/wesaac/article/view/33131/32926,02/05/2012
3183,"



				Início
			
/



				Todas as Edições
			
/



				2024: Anais do XXIII Simpósio Brasileiro de Jogos e Entretenimento Digital
			
/


									Abertura
						

",Tadeu Moreira de ClasseUNIRIOAlessandro de Lima BichoFURG,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais do SBGames 2024.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/sbgames/article/view/32436/32233,30/09/2024
3392,"



				Início
			
/



				Todas as Edições
			
/



				2024: Anais Estendidos do XXIII Simpósio Brasileiro de Jogos e Entretenimento Digital
			
/


									Abertura
						

",Tadeu Moreira de ClasseUNIRIOAlessandro de Lima BichoFURG,Prefácio e Organização,Este documento traz o Prefácio e a Organização dos Anais Estendidos do SBGames 2024.,['No keywords available'],PDF,https://sol.sbc.org.br/index.php/sbgames_estendido/article/view/32157/31959,30/09/2024
3405,"



				Início
			
/



				Todas as Edições
			
/



				2024: Anais Estendidos do XXIII Simpósio Brasileiro de Jogos e Entretenimento Digital
			
/


									Concurso de Teses e Dissertações – Doutorado
						

",Elziane Monteiro SoaresUFPAhttp://orcid.org/0000-0002-3408-8640Sandro Ronaldo Bezerra OliveiraUFPAhttps://orcid.org/0000-0002-8929-5145,Uma Abordagem Gamificada para a Resolução de Problemas de Melhoria do Processo de Software,"No contexto da Melhoria de Processo de Software (MPS), estudos relatam diversos problemas e dificuldades que as organizações enfrentam durante as implementações das melhorias. No entanto, poucos trabalhos ainda buscam identificar práticas no sentido de mitigar os efeitos negativos dos fatores críticos. Neste trabalho foram realizadas as etapas de: Identificação dos problemas de MPS; Identificação dos elementos de gamificação; Definição da dinâmica que integra todos os elementos gamificados, com o uso inter-relacionado dos elementos da gamificação aos problemas de MPS elencados. A partir disso, ocorreu a execução da dinâmica para resolução dos problemas, como Relato de Experiência, havendo ao término do experimento a Discussão e Análise dos dados obtidos. Os resultados deste trabalho podem ser considerados significativos, uma vez que os resultados esperados com a aplicação dos elementos aos problemas foram favoráveis para tratar ou minimizar os problemas vivenciados no contexto de MPS.","['Melhoria de Processo de Software', 'Gamificação', 'Problemas']",PDF,https://sol.sbc.org.br/index.php/sbgames_estendido/article/view/32139/31941,30/09/2024
